UnidadeAdm - Código;Situação UnidadeAdm;UnidadeAdm - Nome;UnidadeAdm - Sigla
2033080014;ATIVO;REGIONAL UBERABA                                                                                                                                      ;IPEMMG2033080014
2033090001;ATIVO;SERVICO DE COMPRAS/IPEM;IPEM2331032ZZ
2035000001;ATIVO;GABINETE;GABZZ
2035000002;ATIVO;GABINETE;CGABZZ
2035000003;EXCLUÍDO;ASSESSORIA DE REITOR;ASSREITZZ
2035000004;EXCLUÍDO;SECRETARIA DE GABINETE;SECGABZZ
2035000005;EXCLUÍDO;CENTRO MINAS DESIGN;CMDZZ
2035000006;ATIVO;PROCURADORIA;PROCZZ
2035000007;ATIVO;REITORIA;REITORZZ
2035000008;ATIVO;VICE-REITORIA;VICEREITORZZ
2035000009;EXCLUÍDO;PRÓ-REITORIA DE ENSINO;PREZZ
2035000010;EXCLUÍDO;ASSESSORIA DE PRÓ-REITOR;ASPRENZZ
2035000011;ATIVO;COORDENADORIA DE ENSINO A DISTÂNCIA;CEADZZ
2035000012;EXCLUÍDO;COORDENADORIA DE ENSINO FUNDAMENTAL E MÉDIO;CEFMZZ
2035000013;EXCLUÍDO;COORDENADORIA DE BIBLIOTECAS;CBZZ
2035000014;ATIVO;COORDENADORIA ACADÊMICA DE GRADUAÇÃO;CGRADZZ
2035000015;EXCLUÍDO;DIVISÃO DE ANÁLISE DE PROJETOS;DAPZZ
2035000016;EXCLUÍDO;DIVISÃO DE LEGISLAÇÃO DO ENSINO;DLEEZZ
2035000017;EXCLUÍDO;DIVISÃO DE REGISTRO DE DIPLOMAS;DRDZZ
2035000018;EXCLUÍDO;CENTRO DE PSICOLOGIA APLICADA;CPAZZ
2035000019;EXCLUÍDO;COORDENADORIA DE PROCESSO SELETIVO;CPSZZ
2035000020;ATIVO;COORDENADORIA GERAL DE REGISTRO E CONTROLE ACADÊMICO;CSAZZ
2035000021;ATIVO;PRÓ-REITORIA DE EXTENSÃO;PREXZZ
2035000022;EXCLUÍDO;ASSESSORIA DE PRÓ-REITOR;ASPREXZZ
2035000023;EXCLUÍDO;COORDENADORIA DE BOLSAS DE EXTENSÃO E REGISTRO;CBEXRZZ
2035000024;EXCLUÍDO;CENTRO DE DESENVOLVIMENTO DE RECURSOS HUMANOS PARA A EDUCAÇÃO;CDRHEZZ
2035000025;EXCLUÍDO;COORDENADORIA DE EXTENSÃO;CEXZZ
2035000026;EXCLUÍDO;COORDENADORIA DE CULTURA, ARTE E ESPORTE;CCAEZZ
2035000027;ATIVO;COORDENADORIA DE PROGRAMAS E PROJETOS DE EXTENSÃO;CPPEZZ
2035000028;ATIVO;PRÓ-REITORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;PRPGFZZ
2035000029;ATIVO;GERÊNCIA DE COMPRAS, LOGISTICA E PATRIMÔNIO;GCZZ
2035000030;EXCLUÍDO;GERÊNCIA DE FINANÇAS;GFZZ
2035000031;ATIVO;GERÊNCIA DE RECURSOS HUMANOS;GGRHZZ
2035000032;ATIVO;GERÊNCIA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;GIZZ
2035000033;EXCLUÍDO;GERÊNCIA DE PLANEJAMENTO FÍSICO E OBRAS;GPFOZZ
2035000034;ATIVO;GERÊNCIA DE PLANEJAMENTO, ORÇAMENTO CONTABILIDADE,FINANÇAS E PRESTAÇÃO DE CONTAS;GPOZZ
2035000035;EXCLUÍDO;GERÊNCIA DE TRANSPORTES E SERVIÇOS GERAIS;GTSGZZ
2035000036;EXCLUÍDO;ASSESSORIA DE PRÓ-REITOR;ASPRPGFZZ
2035000037;ATIVO;PRÓ-REITORIA DE PESQUISA E PÓS-GRADUAÇÃO;PRPPGZZ
2035000038;EXCLUÍDO;ASSESSORIA DE PRÓ-REITOR;ASPRPPGZZ
2035000039;EXCLUÍDO;COORDENADORIA DE PROGRAMAS DE BOLSAS DE PESQUISA;CPBPZZ
2035000040;EXCLUÍDO;COORDENADORIA DE PÓS-GRADUAÇÃO;CPGZZ
2035000041;EXCLUÍDO;DIVISÃO DE PÓS-GRADUAÇÃO LATO SENSU;DPGLSZZ
2035000042;EXCLUÍDO;DIVISÃO DE PÓS-GRADUAÇÃO STRICTO SENSU;DPGSSZZ
2035000043;ATIVO;COORDENADORIA ACADÊMICADE PESQUISA;CPZZ
2035000044;ATIVO;SECRETARIA DOS CONSELHOS SUPERIORES;SCSZZ
2035000045;ATIVO;ASSESSORIA DE COMUNICAÇÃO SOCIAL;ASCOMZZ
2035000046;ATIVO;ASSESSORIA DE INTERCÂMBIO E COOPERAÇÃO INTERINSTITUCIONAL;ASICIZZ
2035000047;ATIVO;ASSESSORIA DE RELAÇÕES REGIONAIS;ASRRZZ
2035000048;EXCLUÍDO;CAMPUS DE BELO HORIZONTE;CBHZZ
2035000049;EXCLUÍDO;DIRETORIA GERAL DE CAMPUS - CAMPUS DE BELO HORIZONTE;DGCBHZZ
2035000050;ATIVO;ESCOLA DE DESIGN;EDZZ
2035000051;ATIVO;ESCOLA GUIGNARD;EGZZ
2035000052;ATIVO;ESCOLA DE MÚSICA;EMZZ
2035000053;ATIVO;FACULDADE DE EDUCAÇÃO ;FEZZ
2035000054;ATIVO;FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;FPPTNZZ
2035000055;ATIVO;CONSELHO CURADOR;CCURZZ
2035000056;ATIVO;CONSELHO DE ENSINO, PESQUISA E EXTENSÃO;CEPEZZ
2035000057;ATIVO;UNIDADE BARBACENA - INSTITUTO SUPERIOR DE EDUCAÇÃO D.ITÁLIA FRANCO;UBZZ
2035000058;ATIVO;UNIDADE FRUTAL;UFZZ
2035000059;ATIVO;UNIDADE JOÃO MONLEVADE;UJMZZ
2035000060;ATIVO;UNIDADE LEOPOLDINA;ULZZ
2035000061;ATIVO;CONTROLADORIA SECCIONAL;USCIZZ
2035000062;ATIVO;UNIDADE UBÁ;UUZZ
2035000063;ATIVO;CONSELHO UNIVERSITÁRIO;CUZZ
2035000064;EXCLUÍDO;SERVIÇOS DE APOIO - ESCOLA DE DESIGN;SADESIGNZZ
2035000065;EXCLUÍDO;SERVIÇOS DE APOIO - ESCOLA GUIGNARD;SAGUIGNARDZZ
2035000066;EXCLUÍDO;SERVIÇOS DE APOIO - ESCOLA DE MÚSICA;SAMUSICAZZ
2035000067;EXCLUÍDO;SERVIÇOS DE APOIO - FACULDADE DE EDUCAÇÃO;SAEDUZZ
2035000068;EXCLUÍDO;SERVIÇOS DE APOIO - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;SAFPPTNZZ
2035000069;EXCLUÍDO;SERVIÇOS DE APOIO - BARBACENA;SABARBAZZ
2035000070;EXCLUÍDO;SERVIÇOS DE APOIO - FRUTAL;SAFRUTALZZ
2035000071;EXCLUÍDO;SERVIÇOS DE APOIO - JOÃO MONLEVADE;SAJMZZ
2035000072;EXCLUÍDO;SERVIÇOS DE APOIO - LEOPOLDINA;SALEOPOLZZ
2035000073;EXCLUÍDO;SERVIÇOS DE APOIO - UBÁ;SAUBAZZ
2035000074;EXCLUÍDO;BIBLIOTECAS - ESCOLA DE DESIGN;BIBDESIGNZZ
2035000075;EXCLUÍDO;BIBLIOTECAS - ESCOLA GUIGNARD;BIBGUIGNARDZZ
2035000076;EXCLUÍDO;BIBLIOTECAS - ESCOLA DE MÚSICA;BIBMUSICAZZ
2035000077;EXCLUÍDO;BIBLIOTECAS - FACULDADE DE EDUCAÇÃO;BIBEDUZZ
2035000078;EXCLUÍDO;BIBLIOTECAS - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;BIBFPPTNZZ
2035000079;EXCLUÍDO;BIBLIOTECAS - BARBACENA;BIBBARBZZ
2035000080;EXCLUÍDO;BIBLIOTECAS - FRUTAL;BIBFRUTALZZ
2035000081;EXCLUÍDO;BIBLIOTECAS - JOÃO MONLEVADE;BIBJMZZ
2035000082;EXCLUÍDO;BIBLIOTECAS - LEOPOLDINA;BIBLEOPOLZZ
2035000083;EXCLUÍDO;BIBLIOTECAS - UBÁ;BIBUBAZZ
2035000084;EXCLUÍDO;COORDENADORIAS DE CENTRO - ESCOLA DE DESIGN;CCDESIGNZZ
2035000085;EXCLUÍDO;COORDENADORIAS DE CENTRO - ESCOLA GUIGNARD;CCGUIGNARDZZ
2035000086;EXCLUÍDO;COORDENADORIAS DE CENTRO - ESCOLA DE MÚSICA;CCMUSICAZZ
2035000087;EXCLUÍDO;COORDENADORIAS DE CENTRO - FACULDADE DE EDUCAÇÃO;CCEDUZZ
2035000088;EXCLUÍDO;COORDENADORIAS DE CENTRO - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;CCFPPTNZZ
2035000089;EXCLUÍDO;COORDENADORIAS DE CENTRO - BARBACENA;CCBARBZZ
2035000090;EXCLUÍDO;COORDENADORIAS DE CENTRO - FRUTAL;CCFRUTALZZ
2035000091;EXCLUÍDO;COORDENADORIAS DE CENTRO - JOÃO MONLEVADE;CCJMZZ
2035000092;EXCLUÍDO;COORDENADORIAS DE CENTRO - LEOPOLDINA;CCLEOPOLZZ
2035000093;EXCLUÍDO;COORDENADORIAS DE CENTRO - UBÁ;CCUBAZZ
2035000094;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - ESCOLA DE DESIGN;CCCDESIGNZZ
2035000095;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - ESCOLA GUIGNARD;CCCGUIGNARDZZ
2035000096;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - ESCOLA DE MÚSICA;CCCMUSICAZZ
2035000097;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - FACULDADE DE EDUCAÇÃO;CCCEDUZZ
2035000098;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;CCCFPPTNZZ
2035000099;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - BARBACENA;CCCBARBZZ
2035000100;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - FRUTAL;CCCFRUTALZZ
2035000101;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - JOÃO MONLEVADE;CCCJMZZ
2035000102;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - LEOPOLDINA;CCCLEOPOLZZ
2035000103;EXCLUÍDO;COORDENADORIAS DE COLEGIADOS DE CURSO - UBÁ;CCCUBAZZ
2035000104;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - ESCOLA DE DESIGN;DACDESIGNZZ
2035000105;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - ESCOLA GUIGNARD;DACGUIGNARDZZ
2035000106;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - ESCOLA DE MÚSICA;DACMUSICAZZ
2035000107;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - FACULDADE DE EDUCAÇÃO;DACEDUZZ
2035000108;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;DACFPPTNZZ
2035000109;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - BARBACENA;DACBARBZZ
2035000110;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - FRUTAL;DACFRUTALZZ
2035000111;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - JOÃO MONLEVADE;DACJMZZ
2035000112;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - LEOPOLDINA;DACLEOZZ
2035000113;EXCLUÍDO;DEPARTAMENTOS ACADÊMICOS - UBÁ;DACUBAZZ
2035000114;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - ESCOLA DE DESIGN;DUADESIGNZZ
2035000115;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - ESCOLA GUIGNARD;DUAGUIGNARDZZ
2035000116;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - ESCOLA DE MÚSICA;DUAMUSICAZZ
2035000117;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - FACULDADE DE EDUCAÇÃO;DUAEDUZZ
2035000118;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;DUAFPPNZZ
2035000119;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - BARBACENA;DUABARBZZ
2035000120;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - FRUTAL;DUAFRUTALZZ
2035000121;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - JOÃO MONLEVADE;DUAJMZZ
2035000122;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - LEOPOLDINA;DUALEOZZ
2035000123;EXCLUÍDO;DIRETORIA DE UNIDADE ACADÊMICA - UBÁ;DUAUBAZZ
2035000124;EXCLUÍDO;SECRETARIAS - ESCOLA DE DESIGN;SECDESIGNZZ
2035000125;EXCLUÍDO;SECRETARIAS - ESCOLA GUIGNARD;SECGUIGNARDZZ
2035000126;EXCLUÍDO;SECRETARIAS - ESCOLA DE MÚSICA;SECMUSICZZ
2035000127;EXCLUÍDO;SECRETARIAS - FACULDADE DE EDUCAÇÃO;SECEDUZZ
2035000128;EXCLUÍDO;SECRETARIAS - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;SECFPPTNZZ
2035000129;EXCLUÍDO;SECRETARIAS - BARBACENA;SECBARBZZ
2035000130;EXCLUÍDO;SECRETARIAS - FRUTAL;SECFRUTALZZ
2035000131;EXCLUÍDO;SECRETARIAS - JOÃO MONLEVADE;SECJMZZ
2035000132;EXCLUÍDO;SECRETARIAS - LEOPOLDINA;SECLEOPOLZZ
2035000133;EXCLUÍDO;SECRETARIAS - UBÁ;SECUBAZZ
2035000134;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - ESCOLA DE DESIGN;VDUADESIGNZZ
2035000135;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - ESCOLA GUIGNARD;VDUAGUIGNARDZZ
2035000136;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - ESCOLA DE MÚSICA;VDUAMUSICAZZ
2035000137;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - FACULDADE DE EDUCAÇÃO;VDUAEDUZZ
2035000138;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - FACULDADE DE POLÍTICAS PÚBLICAS TANCREDO NEVES;VDUAFPPTZZ
2035000139;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - BARBACENA;VDUABARBZZ
2035000140;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - FRUTAL;VDUAFRUTALZZ
2035000141;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - JOÃO MONLEVADE;VDUAJMZZ
2035000142;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - LEOPOLDINA;VDUALEOPOLDINAZZ
2035000143;EXCLUÍDO;VICE-DIRETORIA DE UNIDADE ACADÊMICA - UBÁ;VDUAUBAZZ
2035000144;ATIVO;CONSELHO DE ENSINO, PESQUISA E EXTENSÃO;CEPE
2035000145;ATIVO;EDITORIA DA UEMG;EUEMG
2035000146;ATIVO;NÚCLEO DE INOVAÇÃO TECNOLÓGICA;NIT
2035000147;ATIVO;COORDENADORIA ACADÊMIDA DE PÓS GRADUAÇÃO;CAPG
2035000148;ATIVO;PRÓ-REITORIA DE GRADUAÇÃO;PRG
2035000149;ATIVO;COORDENADORIA DE COOPERAÇÃO DE INTERINSTIRUCIONAL E PRESTAÇÃO DE SERVIÇOS ;CCIPS
2035000150;ATIVO;COORDENADORIA DE ASSUNTOS COMUNITÁRIOS;CAC
2035000151;ATIVO;CONSELHO DEPARTAMENTAL;CD
2035000152;ATIVO;DIRETORIA DE UNIDADE ACADEMICAS;DUA
2035000153;ATIVO;VICE DIRETORIA DE UNIDADES ACAADÊMICAS;VDUA
2035000154;ATIVO;BIBLIOTECAS;BIBLI
2035000155;ATIVO;SECRETARIAS ACADÊMICAS;AS
2035000156;ATIVO;SECRETARIA DE SERVIÇO DE APOIO;SSA
2035000157;ATIVO;COORDENADORIA COLEGIADA DE CURSO;CCC
2035000158;ATIVO;COLEGIADO DE CURSO;CC
2035000159;ATIVO;DEPARTAMENTOS ACADÊMICOS;DA
2035000160;ATIVO;COORDENADORIAS DE CENTRO;CDC
2035000161;ATIVO;UNIDADE DE ABAETÉ;UA
2035000162;ATIVO;UNIDADE DE CAMPANHA;UDC
2035000163;ATIVO;UNIDADE DE CARAMGOLA;UCZ
2035000164;ATIVO;UNIDADE DE CLAÚDIO;UNC
2035000165;ATIVO;UNIDADE DE DIAMANTINA;UND
2035000166;ATIVO;UNIDADE DE DIVINÓPOLES;UNID
2035000167;ATIVO;UNIDADE DE IBIRITÉ - INSTITUTO SUPERIOR DE EDUCAÇÃO ANÍSIO TEIXEIRA;UDI
2035000168;ATIVO;UNIDADE DE ITUIUTABA;UITU
2035000169;ATIVO;UNIDADE DE PASSOS;UNIDP
2035000170;ATIVO;UNIDADE DE POÇOS DE CALDAS;UNIDPC
2035080001;ATIVO;UEMG - REITORIA                                                                                                                                       ;UEMG2035080001
2035080002;ATIVO;UEMG-DESPESAS COMUNS                                                                                                                                  ;UEMG2035080002
2035080003;ATIVO;UEMG/CENDRHE/CENPA/CEMEC/                                                                                                                             ;UEMG2035080003
2035080004;ATIVO;UEMG - ESCOLA DE MUSICA                                                                                                                               ;UEMG2035080004
2035080005;ATIVO;UEMG - ESCOLA GUIGNARD                                                                                                                                ;UEMG2035080005
2035080006;ATIVO;UEMG - FACULDADE EDUCACAO                                                                                                                             ;UEMG2035080006
2035080007;ATIVO;UEMG - ESCOLA DE DESIGN                                                                                                                               ;UEMG2035080007
2035080008;ATIVO;UEMG - DIR.GER.CAMPUS BH                                                                                                                              ;UEMG2035080008
2035080009;ATIVO;UEMG - DEOP                                                                                                                                           ;UEMG2035080009
2035080010;ATIVO;UEMG - CAMPI FUNDACIONAIS                                                                                                                             ;UEMG2035080010
2035080011;ATIVO;UEMG - PLANEJAMENTO                                                                                                                                   ;UEMG2035080011
2035080012;ATIVO;UEMG - FINANCEIRA                                                                                                                                     ;UEMG2035080012
2035080013;ATIVO;UEMG - PESSOAL                                                                                                                                        ;UEMG2035080013
2035080014;ATIVO;UEMG - AUDITORIA                                                                                                                                      ;UEMG2035080014
2035080015;ATIVO;UEMG - CONTABIL                                                                                                                                       ;UEMG2035080015
2035080016;ATIVO;UEMG - ADMINISTRATIVA                                                                                                                                 ;UEMG2035080016
2035080017;ATIVO;UEMG - BARBACENA                                                                                                                                      ;UEMG2035080017
2035080018;ATIVO;CAMPUS CIDADE NOVA                                                                                                                                    ;UEMG2035080018
2035080019;ATIVO;FAC.P.PUB.TANCREDO NEVES                                                                                                                              ;UEMG2035080019
2035080020;ATIVO;FAC.ENG.JOAO MONLEVADE                                                                                                                                ;UEMG2035080020
2035080021;ATIVO;UEMG/FRUTAL                                                                                                                                           ;UEMG2035080021
2035080022;ATIVO;UEMG/UBA                                                                                                                                              ;UEMG2035080022
2035080023;ATIVO;MESTRADO UEMG                                                                                                                                         ;UEMG2035080023
2035080024;ATIVO;UEMG-LEOPOLDINA                                                                                                                                       ;UEMG2035080024
2035080025;ATIVO;IBIRITE - HELENA ANTIPOFF                                                                                                                             ;UEMG2035080025
2035080026;ATIVO;CAMPANHA                                                                                                                                              ;UEMG2035080026
2035080027;ATIVO;CARANGOLA                                                                                                                                             ;UEMG2035080027
2035080028;ATIVO;DIAMANTINA                                                                                                                                            ;UEMG2035080028
2035080029;ATIVO;ITUIUTABA                                                                                                                                             ;UEMG2035080029
2035080030;ATIVO;DIVINOPOLIS                                                                                                                                           ;UEMG2035080030
2035080031;ATIVO;PASSOS                                                                                                                                                ;UEMG2035080031
2035080032;ATIVO;CLAUDIO                                                                                                                                               ;UEMG2035080032
2035080033;ATIVO;ABAETE                                                                                                                                                ;UEMG2035080033
2035080034;ATIVO;POCOS DE CALDAS                                                                                                                                       ;UEMG2035080034
2035080035;ATIVO;FRUTAL - EX HIDROEX                                                                                                                                   ;UEMG2035080035
2035080036;ATIVO;EX OBRA EM ANDAMENTO                                                                                                                                  ;UEMG2035080036
2035080037;ATIVO;CONCURSOS UEMG                                                                                                                                        ;UEMG2035080037
2035080038;ATIVO;UEMG-DEER                                                                                                                                             ;UEMG2035080038
2035090001;ATIVO;FACULDADE DE ENGENHARIA;UEMG2035090001ZZ
2035090002;ATIVO;UEMG UNIDADE DE CAMPANHA;UEMG2035090002ZZ
2035090003;ATIVO;UEMG UNIDADE DE CARANGOLA;UEMG2035090003ZZ
2035090004;ATIVO;UEMG UNIDADE DE DIAMANTINA;UEMG2035090004ZZ
2035090005;ATIVO;UEMG UNIDADE DIVINOPOLIS;UEMG2035090005ZZ
2035090006;ATIVO;UEMG UNIDADE ITUIUTABA;UEMG2035090006ZZ
2035090007;ATIVO;UEMG UNIDADE PASSOS;UEMG2035090007ZZ
2035090008;ATIVO;UNIDADE DE IBIRITE;UEMG2035090008ZZ
2036000001;ATIVO;GABINETE;TJMMG
2036080001;ATIVO;IPLEMG                                                                                                                                                ;IPLEMG2036080001
2037000001;ATIVO;DIRETOR GERAL;DGZZ
2037000002;ATIVO;DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;DPGFZZ
2037000003;ATIVO;DIRETORIA TÉCNICA;DTZZ
2037000004;ATIVO;GABINETE;GABZZ
2037000005;ATIVO;GERÊNCIA DE CERTIFICAÇÃO;GCZZ
2037000006;ATIVO;GERÊNCIA DE CONTROLE DA ARRECADAÇÃO;GCADAAZZ
2037000007;ATIVO;GERÊNCIA DE CONTABILIDADE E FINANÇAS;GCFZZ
2037000008;ATIVO;GERÊNCIA DE DEFESA SANITÁRIA ANIMAL;GDSAZZ
2037000009;ATIVO;GERÊNCIA DE DEFESA SANITÁRIA VEGETAL;GDSVZZ
2037000010;ATIVO;GERÊNCIA DE INSPEÇÃO DE PRODUTOS DE ORIGEM ANIMAL;GIPOAAZZ
2037000011;ATIVO;GERÊNCIA DE INSPEÇÃO DE PRODUTOS DE ORIGEM VEGETAL;GIPOVVZZ
2037000012;ATIVO;GERÊNCIA DE LOGISTICA E SERVIÇOS GERAIS;GLAZZ
2037000013;EXCLUÍDO;GERÊNCIA DE PROTOCOLO E GESTÃO DOCUMENTAL;GPGDZZ
2037000014;ATIVO;GERÊNCIA DE PLANEJAMENTO E ORÇAMENTO;GPOZZ
2037000015;ATIVO;GERÊNCIA DE GESTÃO DE PESSOAS;GRHZZ
2037000016;ATIVO;GERÊNCIA DA REDE LABORATORIAL;GRLZZ
2037000017;ATIVO;CONTROLADORIA SECCIONAL;USCIZZ
2037000018;EXCLUÍDO;NÚCLEO DE CORREIÇÃO;NUCADZZ
2037000019;ATIVO;PROCURADORIA;PROCZZ
2037000020;ATIVO;ASSESSORIA DE COMUNICAÇÃO SOCIAL;ASSCOMZZ
2037000021;ATIVO;CONSELHO DE ADMINISTRAÇÃO;CAZZ
2037000022;ATIVO;NÚCLEO DE OPERAÇÕES FISCAIS;CAOFZZ
2037000023;ATIVO;NÚCLEO DE EDUCAÇÃO SANITÁRIA;CESZZ
2037000024;ATIVO;NÚCLEO DE INOVAÇÃO E MODERNIZAÇÃO EM DEFESA AGROPECUÁRIA;CIMDAAZZ
2037000025;ATIVO;COORDENADORIA REGIONAL DE ALMENARA;CRAZZ
2037000026;ATIVO;COORDENADORIA REGIONAL DE BOM DESPACHO;CRBDZZ
2037000027;ATIVO;COORDENADORIA REGIONAL DE BELO HORIZONTE;CRBHZZ
2037000028;ATIVO;COORDENADORIA REGIONAL DE CURVELO;CRCZZ
2037000029;ATIVO;COORDENADORIA REGIONAL DE GUANHÃES;CRGZZ
2037000030;ATIVO;COORDENADORIA REGIONAL DE GOVERNADOR VALADARES;CRGVZZ
2037000031;ATIVO;COORDENADORIA REGIONAL DE JANAÚBA;CRJZZ
2037000032;ATIVO;COORDENADORIA REGIONAL DE JUIZ DE FORA;CRJFZZ
2037000033;ATIVO;COORDENADORIA REGIONAL DE MONTES CLAROS;CRMCZZ
2037000034;ATIVO;COORDENADORIA REGIONAL DE OLIVEIRA;CROZZ
2037000035;ATIVO;COORDENADORIA REGIONAL DE PASSOS;CRPZZ
2037000036;ATIVO;COORDENADORIA REGIONAL DE PATROCÍNIO;CRPATRZZ
